eventtype,event_name,control,prpf38,prpf8,prpf8_diff,prpf38_diff,symbol
A5SS,1:10002840:10002682|10002739:-@1:9996577:9996685:-,0.988,0.986,0.98,same,same,LZIC
A5SS,1:100176505:100176362|100176390:-@1:100174754:100174815:-,0.94,0.972,0.966,same,same,FRRS1
A5SS,1:100316045:100316174|100316454:+@1:100316531:100316680:+,0.028,0.028,0.034,same,same,AGL
A5SS,1:101344003:101343950|101343980:-@1:101343032:101343459:-,0.044,0.09,0.108,same,same,EXTL2
A5SS,1:1019763:1019295|1019733:-@1:1017198:1018367:-,0.164,0.202,0.196,same,same,C1orf159
A5SS,1:10238702:10238876|10238888:+@1:10239474:10239620:+,0.014,0.02,0.026,same,same,UBE4B
A5SS,1:10523266:10523045|10523115:-@1:10516579:10521759:-,0.71,0.852,0.842,higher,higher,DFFA
A5SS,1:10523266:10523045|10523115:-@1:10516579:10521759:-,0.71,0.852,0.842,higher,higher,RP5-1113E3.3
A5SS,1:109556547:109556442|109556463:-@1:109553538:109554340:-,0.04,0.068,0.104,same,same,WDR47
A5SS,1:110033544:110034339|110034726:+@1:110035208:110035356:+,0.076,0.094,0.106,same,same,ATXN7L2
A5SS,1:110172855:110173028|110173061:+@1:110173305:110173415:+,0.026,0.07,0.036,same,same,AMPD2
A5SS,1:110172855:110173028|110173061:+@1:110173305:110173415:+,0.026,0.07,0.036,same,same,RP5-1160K1.6
A5SS,1:11082181:11082298|11082307:+@1:11083250:11083386:+,0.926,0.932,0.866,same,same,TARDBP
A5SS,1:11137500:11137387|11137422:-@1:11136899:11137005:-,0.064,0.07,0.084,same,same,EXOSC10
A5SS,1:11159732:11159871|11159967:+@1:11161858:11162157:+,0.852,0.806,0.822,same,same,EXOSC10
A5SS,1:11159732:11159871|11159967:+@1:11161858:11162157:+,0.852,0.806,0.822,same,same,RP4-635E18.6
A5SS,1:111777529:111777622|111777679:+@1:111778261:111778385:+,0.918,0.95,0.832,same,same,CHI3L2
A5SS,1:113247790:113247675|113247722:-@1:113246266:113246428:-,0.062,0.082,0.098,same,same,RHOC
A5SS,1:113247790:113247675|113247722:-@1:113246266:113246428:-,0.062,0.082,0.098,same,same,RP11-426L16.10
A5SS,1:114499746:114499806|114499908:+@1:114500688:114500913:+,0.956,0.934,0.94,same,same,HIPK1
A5SS,1:115323306:115323058|115323070:-@1:115322731:115322836:-,0.204,0.172,0.186,same,same,SIKE1
A5SS,1:116202262:116202388|116202394:+@1:116206282:116206889:+,0.99,0.992,0.99,same,same,VANGL1
A5SS,1:11718324:11718421|11718450:+@1:11718590:11718685:+,0.822,0.794,0.702,lower,same,FBXO44
A5SS,1:11737005:11736866|11736905:-@1:11736103:11736197:-,0.07,0.074,0.076,same,same,MAD2L2
A5SS,1:117603077:117603179|117603183:+@1:117605009:117605095:+,0.138,0.128,0.134,same,same,TTF2
A5SS,1:117661389:117660656|117660710:-@1:117659238:117659367:-,0.922,0.832,0.794,lower,same,TRIM45
A5SS,1:11808472:11808646|11808667:+@1:11810134:11810545:+,0.778,0.662,0.79,same,lower,AGTRAP
A5SS,1:11864589:11863462|11863856:-@1:11862938:11863186:-,0.402,0.688,0.715,higher,higher,MTHFR
A5SS,1:11886213:11886271|11886281:+@1:11887146:11887278:+,0.292,0.3475,0.364,same,same,CLCN6
A5SS,1:1197770:1197550|1197649:-@1:1192588:1192690:-,0.18,0.082,0.148,same,same,UBE2J2
A5SS,1:1203372:1203113|1203242:-@1:1198726:1198766:-,0.086,0.092,0.19,higher,same,UBE2J2
A5SS,1:1203372:1203113|1203242:-@1:1201478:1201670:-,0.326,0.386,0.668,higher,same,UBE2J2
A5SS,1:12089280:12089951|12090181:+@1:12091323:12091460:+,0.982,0.98,0.94,same,same,MIIP
A5SS,1:1209217:1208879|1209046:-@1:1203242:1203372:-,0.026,0.076,0.124,same,same,UBE2J2
A5SS,1:120932:120721|120775:-@1:112700:112804:-,0.5,0.47,0.4675,same,same,RP11-34P13.7
A5SS,1:1258667:1258272|1258527:-@1:1256376:1256473:-,0.028,0.052,0.09,same,same,CPSF3L
A5SS,1:1258667:1258272|1258561:-@1:1256376:1256473:-,0.024,0.04,0.066,same,same,CPSF3L
A5SS,1:1258667:1258272|1258561:-@1:1257288:1257364:-,0.496,0.758,0.642,higher,higher,CPSF3L
A5SS,1:1258667:1258527|1258561:-@1:1256376:1256473:-,0.098,0.086,0.13,same,same,CPSF3L
A5SS,1:1274819:1274667|1274742:-@1:1273902:1274033:-,0.774,0.88,0.924,higher,higher,DVL1
A5SS,1:1328183:1328059|1328170:-@1:1326146:1326245:-,0.428,0.596,0.598,higher,higher,CCNL2
A5SS,1:1328183:1328059|1328170:-@1:1326146:1326955:-,0.712,0.886,0.834,higher,higher,CCNL2
A5SS,1:14059274:14059350|14059377:+@1:14068500:14068652:+,0.798,0.82,0.816,same,same,PRDM2
A5SS,1:144156972:144157055|144157135:+@1:144158178:144158229:+,0.972,0.984,0.976,same,same,NBPF8
A5SS,1:144301536:144301190|144301481:-@1:144299758:144300755:-,0.984,0.976,0.974,same,same,LINC00623
A5SS,1:144481765:144481300|144481419:-@1:144479978:144480984:-,0.792,0.894,0.818,same,higher,AL592284.1
A5SS,1:144481765:144481300|144481419:-@1:144479978:144480984:-,0.792,0.894,0.818,same,higher,RP11-640M9.1
A5SS,1:144481765:144481300|144481710:-@1:144479978:144480984:-,0.984,0.978,0.976,same,same,AL592284.1
A5SS,1:144481765:144481300|144481710:-@1:144479978:144480984:-,0.984,0.978,0.976,same,same,RP11-640M9.1
A5SS,1:144481765:144481419|144481710:-@1:144479978:144480984:-,0.98,0.972,0.968,same,same,AL592284.1
A5SS,1:144481765:144481419|144481710:-@1:144479978:144480984:-,0.98,0.972,0.968,same,same,RP11-640M9.1
A5SS,1:144821921:144822004|144822084:+@1:144823128:144823179:+,0.964,0.98,0.976,same,same,NBPF9
A5SS,1:144882881:144882446|144882776:-@1:144881430:144881622:-,0.722,0.62,0.416666666666667,lower,lower,PDE4DIP
A5SS,1:145018002:145017881|145017908:-@1:145015860:145016011:-,0.444,0.408,0.444,same,same,PDE4DIP
A5SS,1:145309900:145309983|145310063:+@1:145311103:145311154:+,0.978,0.984,0.978,same,same,NBPF10
A5SS,1:145309900:145309983|145310063:+@1:145311103:145311154:+,0.978,0.984,0.978,same,same,RP11-458D21.5
A5SS,1:145507857:145507299|145507436:-@1:145490462:145490553:-,0.024,0.02,0.01,same,same,LIX1L
A5SS,1:145507857:145507299|145507436:-@1:145490462:145490553:-,0.024,0.02,0.01,same,same,RBM8A
A5SS,1:145507857:145507299|145507436:-@1:145490462:145490553:-,0.024,0.02,0.01,same,same,RP11-315I20.1
A5SS,1:145507857:145507299|145507624:-@1:145493881:145493975:-,0.026,0.018,0.02,same,same,LIX1L
