xmean,ymean,diff,W,pvalue,qvalue
ENSG00000000971;RI:1:196709749:196709922-196711005:196711181:+,0.11379509653604,0.10152234752676,0.01227274900928,14,0.841269841269841,0.951389806616449
ENSG00000001630;RI:7:91746358:91746406-91746491:91746526:-,0.9987409433394,0.9951755639434,0.00356537939599999,16,0.503812428813061,0.76202993408471
ENSG00000001631;RI:7:91864717:91864960-91865727:91865856:-,0.06216817604784,0.06179823236388,0.000369943683959997,13,1,1
ENSG00000002016;RI:12:1025510:1025649-1025805:1025986:-,0.0420732235903,0.07288908461984,-0.03081586102954,7,0.294801991933705,0.621334740792869
ENSG00000002016;RI:12:1025510:1025698-1025805:1025986:-,0.4584860879774,0.8714557431886,-0.4129696552112,5,0.117524868096639,0.384412444811081
ENSG00000002016;RI:12:1025510:1025701-1025805:1025986:-,0.6,0.9252493043292,-0.3252493043292,10.5,0.72305812692811,0.893679788459428
ENSG00000002016;RI:12:1035962:1036112-1036311:1036429:-,0.2,0.0762174581398,0.1237825418602,13,1,1
ENSG00000002016;RI:12:1038930:1039052-1039217:1039310:-,0.37809035108076,0.2,0.17809035108076,16.5,0.408308372373108,0.666220513873189
ENSG00000002016;RI:12:1038985:1039052-1039139:1039310:-,0.0439545093808,0.1699029375398,-0.125948428159,7,0.239316541221495,0.538792765457234
ENSG00000002016;RI:12:1038985:1039052-1039217:1039310:-,0.00304362644576,0.01752606124066,-0.0144824347949,6,0.15793931050013,0.44007021558156
ENSG00000002933;RI:7:150498624:150498812-150499303:150499413:+,0,0,0,12.5,NA,NA
ENSG00000003436;RI:2:188348851:188348943-188349538:188349714:-,0.01517551974754,0.010766074901546,0.004409444845994,25,0.00793650793650794,0.068326626425218
ENSG00000003509;RI:2:37468721:37468780-37469778:37469836:+,0.1643666005896,0.13002140355088,0.03434519703872,14,0.841269841269841,0.951389806616449
ENSG00000003509;RI:2:37468721:37468934-37469778:37469836:+,0.02008103236792,0.015716711018656,0.004364321349264,14,0.841269841269841,0.951389806616449
ENSG00000003756;RI:3:50137965:50138038-50140516:50140599:+,0.02235487562142,0.02750986098358,-0.00515498536216,4,0.0952380952380952,0.317244063838069
ENSG00000003756;RI:3:50154507:50154604-50154683:50154812:+,0.1460683186858,0.1696300042948,-0.023561685609,8,0.420634920634921,0.666220513873189
ENSG00000004059;RI:7:127229539:127229648-127230120:127230191:+,0.0111567672245,0.01065400787935,0.000502759345150001,20,0.150793650793651,0.428211935180576
ENSG00000004139;RI:17:26715193:26715295-26715369:26715558:+,0.211647128606,0.13464285790072,0.07700427070528,19,0.222222222222222,0.507077305957381
ENSG00000004139;RI:17:26715193:26715295-26715379:26715558:+,1,0.9512412289758,0.0487587710242,15,0.423710797166793,0.666220513873189
ENSG00000004534;RI:3:50098895:50098980-50099395:50099541:+,0.08358921480144,0.05537280128298,0.02821641351846,24,0.0158730158730159,0.104890604890605
ENSG00000004660;RI:17:3784921:3784942-3785822:3785858:-,0.05184019063214,0.04479195009252,0.00704824053962,15,0.69047619047619,0.861114147265639
ENSG00000004700;RI:12:21654104:21654306-21654415:21654527:-,0.9989850272236,0.9982252013852,0.000759825838400063,13,1,1
ENSG00000004777;RI:19:36278070:36278461-36278546:36279724:+,0.7199334356632,0.7644104439382,-0.044477008275,10,0.69047619047619,0.861114147265639
ENSG00000004809;RI:6:110745890:110746288-110746519:110746585:-,0.2,0,0.2,15,0.423710797166793,0.666220513873189
ENSG00000004809;RI:6:110777741:110778006-110778103:110778220:-,0.4,0,0.4,17.5,0.177015982874804,0.459140073123464
ENSG00000004939;RI:17:42340004:42340094-42340220:42340302:-,0,0,0,12.5,NA,NA
ENSG00000004975;RI:17:7133604:7133749-7134047:7134116:-,0.000396932351478,0.001131268808294,-0.000734336456816,9,0.440686016488678,0.683678496392651
ENSG00000005007;RI:19:18976098:18976259-18976370:18976587:+,0.0012052573622342,0.0032963276423748,-0.0020910702801406,3,0.0555555555555556,0.240625922645409
ENSG00000005156;RI:17:33325623:33325746-33326326:33326468:+,0.026302408573,0.05331072957996,-0.02700832100696,0,0.00793650793650794,0.068326626425218
ENSG00000005206;RI:19:2340075:2340154-2340157:2340170:+,0.9993848039982,0.9977669139364,0.00161789006179991,13,1,1
ENSG00000005206;RI:19:2352944:2353180-2353832:2353931:+,1,0.2,0.8,22.5,0.0199644533052161,0.130453368101273
ENSG00000005238;RI:9:35107378:35107565-35108125:35108346:-,0.8930903658766,0.8602714196938,0.0328189461828,17,0.420634920634921,0.666220513873189
ENSG00000005381;RI:17:56356658:56356787-56356884:56357007:-,0,0,0,12.5,NA,NA
ENSG00000005700;RI:6:82900790:82900933-82901504:82901596:-,0.009452424871502,0.015303885455196,-0.005851460583694,3,0.0555555555555556,0.240625922645409
ENSG00000005810;RI:13:77672203:77672289-77672292:77673148:-,1,1,0,12.5,NA,NA
ENSG00000005844;RI:16:30485286:30485404-30485517:30485619:+,0,0,0,12.5,NA,NA
ENSG00000005884;RI:17:48152823:48152890-48152963:48153099:+,0.010483529085148,0.021613326454666,-0.011129797369518,6,0.222222222222222,0.507077305957381
ENSG00000005955;RI:17:34934413:34934616-34935675:34935849:+,0.02209628245184,0.02479109146084,-0.002694809009,7,0.30952380952381,0.621334740792869
ENSG00000005961;RI:17:42457968:42458013-42458247:42458429:-,0.0208173251616,0.0398308584406,-0.019013533279,12,1,1
ENSG00000005961;RI:17:42461306:42461314-42461453:42461506:-,0,0,0,12.5,NA,NA
ENSG00000005961;RI:17:42461679:42461722-42461906:42461953:-,0,0,0,12.5,NA,NA
ENSG00000006015;RI:19:18699805:18699887-18700223:18700493:+,0.3142234732386,0.67272976784,-0.3585062946014,0,0.00793650793650794,0.068326626425218
ENSG00000006015;RI:19:18699805:18699887-18700289:18700493:+,0.4419892690364,0.807120206187,-0.3651309371506,0,0.00793650793650794,0.068326626425218
ENSG00000006015;RI:19:18701664:18701743-18702899:18703146:+,0.2991859946398,0.4156489341922,-0.1164629395524,3,0.0555555555555556,0.240625922645409
ENSG00000006015;RI:19:18701664:18701743-18702918:18703146:+,0.01273132698294,0.0228592962147,-0.01012796923176,1,0.0158730158730159,0.104890604890605
ENSG00000006025;RI:17:45884739:45885202-45885557:45885765:-,0.7426253138872,0.896292361475,-0.1536670475878,9,0.440686016488678,0.683678496392651
ENSG00000006025;RI:17:45893473:45893568-45893754:45893848:-,0,0,0,12.5,NA,NA
ENSG00000006042;RI:17:31258345:31258420-31258493:31258677:+,0,0,0,12.5,NA,NA
